customer_id,customer_name,email,region_id
CUST0045,"Wendy Hansen",brian40@green-burch.net,5
CUST0046,"Adam Miller",laura45@fuller.info,3
CUST0047,"Marvin Sims",olsondavid@hotmail.com,1
CUST0048,"Samantha Gomez",msanchez@hotmail.com,1
CUST0049,"Jill Chandler",boltonamy@hotmail.com,3
CUST0050,"William Johnson",amandaowens@hotmail.com,3
CUST0051,"Heather Owen",kayleeallen@cole-barnett.org,2
CUST0052,"Steven Smith",ymorales@hotmail.com,1
CUST0053,"Michele Romero",jameswright@ford.com,3
CUST0054,"James Griffin",nelsonthomas@wilson.com,2
CUST0055,"Christopher Kirby",snowrebecca@mcdonald.com,5
CUST0056,"Denise Garrett",danielle10@gmail.com,3
CUST0057,"Brandy Richards",uvillegas@singh-avila.com,1
CUST0058,"Ashley Turner",angelamurray@morris.com,4
CUST0059,"Lauren Walker",davidlawrence@sellers-clark.info,4
CUST0060,"Jimmy Erickson",carlsonjerry@carter.net,4
CUST0061,"Anita Williams",jordanemily@hotmail.com,1
CUST0062,"Alejandro Moore",jonathan17@gmail.com,2
CUST0063,"Brandon Garrett",nataliesmith@hotmail.com,5
CUST0064,"Keith Burch",joseph23@white.com,3
CUST0065,"Peter Silva",michaelrodriguez@gmail.com,4
CUST0066,"Travis Doyle",lisa61@yahoo.com,4
CUST0067,"Stephen Garcia",barajasscott@frey.org,5
CUST0068,"Sarah Wilson",sethreynolds@hotmail.com,3
CUST0069,"Rachel Melendez",dominguezwalter@garcia-shepherd.com,5
CUST0070,"Oscar Chan",cynthia80@yahoo.com,4
CUST0071,"Andrew Smith",lpatterson@yahoo.com,2
CUST0072,"Kimberly Martinez",zterry@hamilton.com,1
CUST0073,"Amy Mendoza",george96@gmail.com,5
CUST0074,"Christina Williams",geraldjohnson@pittman-bryant.net,4
CUST0075,"Sarah Chapman",stephen35@gmail.com,5
CUST0076,"Joseph Mccarty",leslie60@hotmail.com,3
CUST0077,"Melissa Williams",hwashington@gates.com,3
CUST0078,"Crystal Downs",matthewsnicole@hotmail.com,5
CUST0079,"Daniel Hobbs",frederickcobb@taylor.biz,3
CUST0080,"Eric Torres",qcervantes@lynn-marshall.com,5
CUST0081,"Melissa Peck",bakerchristopher@johnson.com,2
CUST0082,"Brandon Cooper",ryanjuarez@yahoo.com,3
CUST0083,"Lisa Mcconnell",lori75@gmail.com,3
CUST0084,"Angela Edwards",david26@yahoo.com,1
CUST0085,"Derek Estrada",michaelbrown@moore.com,3
CUST0086,"Peter Smith",eringreen@hotmail.com,3
CUST0087,"Carla Newton",michael05@hotmail.com,4
CUST0088,"Amanda Daniels",nguyenkaren@garcia.com,5
CUST0089,"Adrienne Crawford",johnny57@yoder-west.com,3
CUST0090,"James Lee",sarah87@yahoo.com,5
CUST0091,"Derek Robinson",jonathancross@williams.biz,4
CUST0092,"Steven Rush",stephenscarol@hotmail.com,2
CUST0093,"Alexander Adams",bshaw@gmail.com,1
CUST0094,"Casey Stanley",diazderek@hotmail.com,1
CUST0095,"Harold Jackson",amanda87@shields-crosby.com,2
CUST0096,"Jacqueline Ayala",kimberly93@drake.com,3
CUST0097,"Jennifer Smith",brittanygomez@yahoo.com,5
CUST0098,"Amanda Porter",wwallace@ramos.com,3
CUST0099,"Rachel Kelly DVM",nelsonjohnny@hotmail.com,4
CUST0100,"Kevin Johnston",colleenhernandez@thomas-woods.com,4
CUST0101,"Donna Sanders",dennis40@lee.biz,2
CUST0102,"Thomas Rojas",valentinejames@henderson-bush.net,3
CUST0103,"Raymond Williamson",kennethmiller@hotmail.com,4
CUST0104,"Jonathan Davis",matthewsparks@hamilton-pratt.com,1
CUST0105,"Billy Miller",stephaniehamilton@rasmussen-franklin.biz,2
CUST0106,"Sandra Davenport",sharonmoss@hotmail.com,2
CUST0107,"Travis Rogers",bjohnson@mccoy.com,4
CUST0108,"Linda Alvarez",haynesdavid@hotmail.com,1
CUST0109,"Stephanie Dominguez",keith77@martinez-jackson.info,5
CUST0110,"Shannon Reese",jesse38@gmail.com,3
CUST0111,"William Powell",jaime11@jones.com,5
CUST0112,"Victor Bender",heather88@li-wells.com,4
CUST0113,"Nicole Horton",adrianajennings@galvan-edwards.com,5
CUST0114,"Robert Burton",inelson@hotmail.com,5
CUST0115,"Karen Ramirez",pattersonjessica@gmail.com,3
CUST0116,"Kristen Brennan",jenna80@moore-clark.org,1
CUST0117,"Michael Browning",dbarnes@yahoo.com,2
CUST0118,"Brandon Henry",tranmeagan@taylor.com,1
CUST0119,"Lynn Moreno",pphillips@kelley-adams.biz,5
CUST0120,"Michael Mcneil",lwebb@yahoo.com,3
CUST0121,"Jennifer Novak",danielmurphy@williams-novak.com,5
CUST0122,"Justin Franco",smurphy@yahoo.com,5
CUST0123,"Nicole Maldonado",hallwendy@yahoo.com,2
CUST0124,"Vincent Smith",louis28@brown.com,1
CUST0125,"Jerry Robbins",lawrencecatherine@wong.com,2
CUST0126,"Craig West",tristan12@hotmail.com,1
CUST0127,"Kendra Baxter",stacey78@fletcher.com,5
CUST0128,"Daniel May",dana10@yahoo.com,3
CUST0129,"Alexander Morales",cthomas@yahoo.com,1
CUST0130,"Mark Berger",danaewing@ross.biz,4
CUST0131,"Tina Thomas",katrina05@ewing-edwards.info,3
CUST0132,"Pamela Allen",anasteele@hotmail.com,3
CUST0133,"Christopher Parker",anthonyhartman@prince.com,4
CUST0134,"Jasmine Price",walkerjose@gmail.com,5
CUST0135,"Megan Wilson",ywilson@ward.com,2
CUST0136,"Paula Johnson",kara70@cooper-rice.org,4
CUST0137,"Alicia Patterson",gregorythompson@sullivan.biz,2
CUST0138,"Alejandro Jones",michaelcook@thompson.biz,5
CUST0139,"Debra Stone",guzmanemily@gmail.com,1
CUST0140,"Luis Donovan",christopherclark@hotmail.com,1
CUST0141,"Holly Rubio",james88@gates-bryant.com,3
CUST0142,"Donald Henderson",charles24@yahoo.com,5
CUST0143,"Mrs. Donna Daniels",morasamuel@mitchell-martinez.com,3
CUST0144,"Olivia Mckinney",ojackson@cochran.com,3
CUST0145,"Jennifer Gonzales",stacey64@gmail.com,3
CUST0146,"Mrs. Paige Howard",markjohnson@hotmail.com,2
CUST0147,"James Boyd",youngrobert@hudson.com,3
CUST0148,"Daniel Martin",keith62@yahoo.com,2
CUST0149,"Michael Rose",nathanielwest@hughes.com,3
CUST0150,"Sharon Goodwin",rachelgonzalez@gmail.com,3
CUST0151,"Stephanie Sloan",kevinjohnson@clark.com,1
CUST0152,"Stephanie Bailey",eharper@gibbs-richards.com,3
CUST0153,"Stephanie Hess DVM",michael54@hotmail.com,4
CUST0154,"Laura Holmes",melissaharper@lopez.net,5
CUST0155,"Donna Newman",olynch@gmail.com,3
CUST0156,"Deborah Moore",gracecoleman@ward.com,2
CUST0157,"Jeremy Romero",rebecca31@gordon.com,3
CUST0158,"David Thomas",rreyes@yahoo.com,2
CUST0159,"Charles Gomez",tsharp@yahoo.com,2
CUST0160,"Mark Oliver",dshelton@hotmail.com,3
CUST0161,"Zachary Mitchell",davisnicole@wright.info,5
CUST0162,"Elizabeth Hoffman",dorothy55@sanchez-smith.com,3
CUST0163,"Laura Morgan",keithcarney@olson.org,4
CUST0164,"Lisa Castro",schmidtpeter@yahoo.com,5
CUST0165,"Mr. Jason Navarro",john32@yahoo.com,5
CUST0166,"Whitney Luna",zgates@gmail.com,2
CUST0167,"Erin Hill DVM",christina71@figueroa-thompson.com,4
CUST0168,"Kevin Melton",collinsheidi@hotmail.com,1
CUST0169,"Bryan Owens",markoneill@hotmail.com,3
CUST0170,"Antonio Joseph",williamsandrew@yahoo.com,3
CUST0171,"Jordan Fowler",vaughnjessica@hotmail.com,2
CUST0172,"James Rogers",stephaniewhite@valdez.com,2
CUST0173,"Judy Lane",palmerkathleen@sims.org,3
CUST0174,"Laura Williams",johnnyclements@fritz.com,5
CUST0175,"Susan Jones",esimpson@yahoo.com,1
CUST0176,"Laura Yang",vanessataylor@sanchez-nielsen.com,4
CUST0177,"Andrew Gardner",fmoore@davis.com,4
CUST0178,"Ashley Parsons",mark34@holland.info,5
CUST0179,"Steven Hogan",timothy67@schroeder.com,3
CUST0180,"Savannah Carter",uwilliams@robinson-tran.org,1
CUST0181,"Alison Christensen",susan22@hernandez.info,1
CUST0182,"Anthony Hodges",leslie61@yahoo.com,1
CUST0183,"Mason Moyer",michelle25@yahoo.com,2
CUST0184,"Kimberly Hodges",rklein@gmail.com,4
CUST0185,"Kathryn Williams",maldonadoscott@hotmail.com,3
CUST0186,"Dr. Karen Contreras",vking@crawford-brewer.org,4
CUST0187,"David Williams",albertmitchell@gmail.com,2
CUST0188,"Keith Garcia",denisevega@gmail.com,1
CUST0189,"James Smith",cindygarcia@hotmail.com,3
CUST0190,"Candice Knox",bcole@deleon.com,1
CUST0191,"Emily Jones",mary41@gmail.com,1
CUST0192,"Amy Cook",qkeller@brown-scott.biz,2
CUST0193,"Dr. Michelle Silva DDS",uhaney@yahoo.com,2
CUST0194,"Sherri Garcia",yholmes@bell-foley.com,3
CUST0195,"Vanessa Aguilar",johnnavarro@hernandez.com,4
CUST0196,"Anthony Cooper",robinsonjulie@lee.com,4
CUST0197,"Michael Larson",martinezrebecca@hotmail.com,2
CUST0198,"Sheila Edwards",maxwellbenjamin@gmail.com,5
CUST0199,"Nancy Grant",thompsonrobert@hotmail.com,4
CUST0200,"Sean Pierce",maria06@armstrong.net,3
CUST0201,"Samuel Wilson",qbrown@gmail.com,2
CUST0202,"Maurice Baldwin",robert65@lynch.info,5
CUST0203,"Kristin Ingram",mcuevas@mosley.org,5
CUST0204,"Maria Quinn",amber73@hotmail.com,2
CUST0205,"Carmen Marsh",marysanchez@gmail.com,5
CUST0206,"Christopher Duncan",anthony75@gmail.com,4
CUST0207,"Stephen Evans",tracywilson@hotmail.com,5
CUST0208,"Colin Cameron MD",kenneth16@yahoo.com,4
CUST0209,"Nancy Cole",michaelcarter@yahoo.com,3
CUST0210,"Vincent Johnson",perezjessica@fleming.com,5
CUST0211,"Brooke Jordan",bonillarobert@yahoo.com,4
CUST0212,"Jeffery Chapman",quinnmark@tanner-browning.com,3
CUST0213,"Megan Jones",tuckerdiane@fowler.com,1
CUST0214,"Colton Donaldson",ykeller@gmail.com,3
CUST0215,"Wanda Clark",kwalls@hotmail.com,1
CUST0216,"Kelly Rivera",pestes@hotmail.com,1
CUST0217,"Larry Preston",fbrennan@walls-gonzalez.net,2
CUST0218,"Jose Dougherty III",andrea62@weber.com,5
CUST0219,"Stephen Miller",james01@gmail.com,1
CUST0220,"Matthew Olson",jamesgreen@alvarado-patton.com,1
CUST0221,"Laura Ramirez",teresa10@spencer.com,4
CUST0222,"Jill Burton",barnettlaura@williams.org,1
CUST0223,"Arthur Browning",marshallsheila@gmail.com,2
CUST0224,"Brittany Rodriguez",henrymatthew@hotmail.com,5
CUST0225,"Michelle West",tommy49@hotmail.com,4
CUST0226,"Ruth Colon",james71@macias.com,5
CUST0227,"Rhonda Smith",jsuarez@yahoo.com,3
CUST0228,"Anna Kline",jeremiah61@bennett.net,1
CUST0229,"Lisa Kim",vmontoya@gmail.com,2
CUST0230,"Elizabeth Norris",daniel29@hotmail.com,5
CUST0231,"Amanda Myers",juliamiles@thompson-conway.com,1
CUST0232,"Catherine Bell",lewismichael@atkins.com,4
CUST0233,"Laura Baker",jacob29@fernandez.biz,3
CUST0234,"Jacob Hicks",angela59@yahoo.com,2
CUST0235,"Danielle Morris DVM",michael12@harris.net,2
CUST0236,"Mr. Sean Garcia",eroy@carpenter.com,3
CUST0237,"Charles Thompson",gabriella37@ware.com,5
CUST0238,"David Hendricks",keithramirez@yahoo.com,5
CUST0239,"Melissa Black",samanthasullivan@jimenez.com,4
CUST0240,"Tina Campbell",floresjames@gmail.com,4
CUST0241,"Beth James",william60@preston.info,3
CUST0242,"Lori Clark",ulee@anderson.biz,4
CUST0243,"Christopher Cox",lestrada@myers.net,5
CUST0244,"Cynthia Murphy",patrickcombs@yahoo.com,3
CUST0245,"Cheryl Macias",millerkelsey@hotmail.com,5
CUST0246,"Eric Flores",cwalsh@williams.net,5
CUST0247,"Jerry Sullivan",amywhite@kline-hill.com,5
CUST0248,"Cory Brown",robert70@gmail.com,2
CUST0249,"Sandy Manning",wjones@gmail.com,2
CUST0250,"Dr. Carlos Williams",lucasevans@hotmail.com,1
CUST0251,"Kimberly Weaver",bcollins@yahoo.com,3
CUST0252,"Michelle Alvarado",pmccarthy@jackson-daniels.net,4
CUST0253,"Kayla French",kharmon@haynes-smith.com,1
CUST0254,"Sandra Schroeder",tamimurphy@waters.com,1
CUST0255,"Jeremy Powers",barrongregory@osborne.info,1
CUST0256,"Jill Watkins",blewis@hotmail.com,2
CUST0257,"Connie Adams",hannah29@hotmail.com,1
CUST0258,"Charles George",joseph93@hotmail.com,3
CUST0259,"Victoria Moreno",michaelfoley@atkins.com,1
CUST0260,"Brian Carlson",tammie11@white.com,5
CUST0261,"Casey Marshall",gonzalezdaniel@zavala.com,5
CUST0262,"Ebony Nelson",zperry@yahoo.com,2
CUST0263,"Vincent Mcbride",samuel01@yahoo.com,4
CUST0264,"Angela Meza",sromero@howard.biz,5
CUST0265,"Michelle Estrada",qsmith@hotmail.com,4
CUST0266,"Jennifer Hines",lcarr@hotmail.com,3
CUST0267,"Don Hart",garyreed@yahoo.com,4
CUST0268,"Jonathan Elliott",powellann@crawford-robertson.com,4
CUST0269,"Christopher Smith",aprice@gmail.com,1
CUST0270,"Maria Smith",jill63@hill-clay.com,1
CUST0271,"Gabriel Bauer",davidray@gmail.com,3
CUST0272,"Cathy Bryant",melissabaker@gmail.com,2
CUST0273,"Rebecca Lopez",mezajoanna@gmail.com,2
CUST0274,"Randy Neal",jmartinez@yahoo.com,5
CUST0275,"David Griffin",angela02@yahoo.com,3
CUST0276,"Marcus Cobb",melindapatterson@shaw-walker.biz,1
CUST0277,"Stanley Mathis",john57@hotmail.com,4
CUST0278,"Peter Maxwell",andrea06@russell.org,1
CUST0279,"Courtney Castillo",ethan33@cooper.com,4
CUST0280,"Lindsey Woodward",knighteric@yahoo.com,2
CUST0281,"Linda Hoover",christopher27@mann.net,4
CUST0282,"Charles Pierce",jameslittle@yahoo.com,3
CUST0283,"Eric Miller",rebeccawhite@hotmail.com,4
CUST0284,"Patricia Lutz",christina47@davis-payne.com,3
CUST0285,"Michelle Farmer",georgebishop@cannon-jacobs.com,5
CUST0286,"Lucas Barr",traceyshelton@cline.com,4
CUST0287,"Jasmine Cross",jennifer92@gmail.com,1
CUST0288,"Jessica Perez",reginaldwarren@gmail.com,1
CUST0289,"Nicholas Harris",autumntownsend@hotmail.com,3
CUST0290,"Tyrone Williams",tgomez@gardner-martin.com,5
CUST0291,"Robert Guerrero",zmeadows@wade.com,1
CUST0292,"Tanya White",susandurham@rowe-brown.com,1
CUST0293,"Debra Chambers",samuel93@hotmail.com,2
CUST0294,"Randall Clark",bethany31@rodriguez.biz,3
CUST0295,"Judith Keller",billy06@yahoo.com,2
CUST0296,"Alexander Torres",richard23@ponce.com,1
CUST0297,"Zachary Williams",johnsonmonica@peterson.com,4
CUST0298,"Brandi Rivera",kimberlycastro@pennington.com,4
CUST0299,"Kristina Johnson",mariahgomez@yahoo.com,5
CUST0300,"Edward Brewer",evanskimberly@neal.com,2
CUST0301,"Joyce Smith",crawfordjohn@coleman-wolf.com,3
CUST0302,"Joel Thomas",steinxavier@gmail.com,1
CUST0303,"Briana Reyes",kboone@butler-allen.com,4
CUST0304,"Hunter Miller",williamsvictoria@hotmail.com,2
CUST0305,"Linda David",frobinson@cook-stephens.com,5
CUST0306,"Brian Sullivan",felicia78@yahoo.com,4
CUST0307,"Cynthia Friedman",lkim@hotmail.com,3
CUST0308,"Martin Rodriguez",tmartinez@nguyen.com,5
CUST0309,"Patricia Shaw",brandi22@gmail.com,4
CUST0310,"Keith Gay",adamcook@gmail.com,2
CUST0311,"Patrick Ryan",mackenziematthews@yahoo.com,1
CUST0312,"Mrs. Sarah Johnson",georgecory@campbell.com,2
CUST0313,"Amber Murphy",mason65@barber.com,5
CUST0314,"Douglas Keith",jonesharold@hotmail.com,5
CUST0315,"Kevin Burke",freemanjohnny@yahoo.com,1
CUST0316,"Phillip Levy",kristin45@hotmail.com,4
CUST0317,"Christina Turner",moorerandy@harrell.com,4
CUST0318,"Tracey Adkins",kylecarr@smith.info,1
CUST0319,"Charles Oconnor",warejoshua@hotmail.com,2
CUST0320,"Frank Briggs MD",cvasquez@webb.info,2
CUST0321,"Pamela Kramer",herreracameron@williams-mills.org,5
CUST0322,"John Macdonald",randallcheyenne@garcia.info,4
CUST0323,"Brandon Brown",natalieanderson@willis-rodriguez.com,2
CUST0324,"Katelyn Cortez",morgan69@yahoo.com,1
CUST0325,"Laura Simmons",anneparker@hotmail.com,2
CUST0326,"Melissa Brown",mary07@hotmail.com,3
CUST0327,"Lawrence Walker",parsonsjonathan@yahoo.com,2
CUST0328,"Amber Yoder DVM",wendymartinez@hotmail.com,4
CUST0329,"Jack Johnston",jessicahobbs@yahoo.com,5
CUST0330,"Zachary Brewer",martinezshannon@yahoo.com,4
CUST0331,"Deborah Perkins",courtneyhahn@hotmail.com,5
CUST0332,"Monique Acosta",katherinelopez@martinez.biz,4
CUST0333,"Angelica Castillo",sydney09@hotmail.com,4
CUST0334,"Ricky Walker",walkerariel@yahoo.com,3
CUST0335,"Douglas Stewart",randalljames@ritter-galvan.info,5
CUST0336,"Stacey Spence",cervanteskenneth@shaw-gilbert.com,2
CUST0337,"Jeremy Williams",hortonsteven@nash.net,3
CUST0338,"Joann Richardson",wallchristopher@hotmail.com,3
CUST0339,"Yvonne Shelton",odelacruz@mccormick-austin.net,2
CUST0340,"Melissa Ballard",nwang@yahoo.com,3
CUST0341,"Theresa Lopez",vanessa46@yahoo.com,1
CUST0342,"Karen Flores",fhurley@henry.com,3
CUST0343,"Amber Conway",kimberly81@roberts.org,5
CUST0344,"Brittany Clay",joshuanewman@yahoo.com,4
CUST0345,"Nicholas Williams",stephanie14@stevenson.com,3
CUST0346,"Nicole Russell",tanyapeterson@manning-hill.net,2
CUST0347,"Jonathan Wilson",gomeztom@hotmail.com,4
CUST0348,"Ms. Lisa Bradley",brittany31@stevenson.com,5
CUST0349,"Michael Haley",norrisclaudia@lang.net,3
CUST0350,"Jessica Hayes DVM",kelly01@hotmail.com,4
CUST0351,"Megan Shelton",williamchaney@gmail.com,3
CUST0352,"Emily Reed",nancyreed@williams.com,1
CUST0353,"Connor Harper",nancycline@gonzalez-stafford.com,2
CUST0354,"Luis Carter",debbie68@gmail.com,4
CUST0355,"Chase Greer",michaelaturner@hunter.com,1
CUST0356,"Andrew Aguirre",karen38@ramirez-smith.com,3
CUST0357,"Edward Cuevas",melodyoliver@yahoo.com,3
CUST0358,"Joshua Mckinney",nicolecervantes@young.biz,5
CUST0359,"Kelly Hines",josephreilly@cooper-adams.com,5
CUST0360,"Francisco Thompson",carriewhite@hotmail.com,2
CUST0361,"Dr. Christine Kelley",tyrone87@yahoo.com,2
CUST0362,"Kimberly Curry",waynemitchell@rogers.com,3
CUST0363,"Amy Rodriguez",bethany94@gmail.com,4
CUST0364,"Daniel Rodriguez",davidsonpaul@yahoo.com,3
CUST0365,"Jeffrey Graham",melindaholloway@yahoo.com,5
CUST0366,"Justin Sims",eward@barker.com,3
CUST0367,"William Contreras",lauratorres@singleton.com,5
CUST0368,"Katelyn Todd",sheilajackson@williams.com,2
CUST0369,"Stephanie Collins",carriejohnson@little-wells.com,5
CUST0370,"Thomas Wright",higginsjerry@yahoo.com,1
CUST0371,"Dean Williams",gbush@moody.net,2
CUST0372,"Aimee Tran",linda19@hotmail.com,2
CUST0373,"Sharon Travis",nataliepollard@yahoo.com,5
CUST0374,"Kathleen Orr",jasonpaul@gross.com,1
CUST0375,"Mark Collins",turnerjeffrey@howard.com,2
CUST0376,"Amy Harper",paulaortiz@payne-west.biz,1
CUST0377,"Travis White",bwilson@jacobs-sparks.net,5
CUST0378,"Alejandra Sanchez",zpugh@lambert.com,4
CUST0379,"Mark Buchanan",isaac90@bradley.org,3
CUST0380,"Chad Cook",leedevin@yahoo.com,3
CUST0381,"Samuel Jordan",moralesjoseph@gmail.com,4
CUST0382,"Mitchell Fields",greenelizabeth@yahoo.com,3
CUST0383,"Jennifer Wheeler",jesse95@hotmail.com,4
CUST0384,"Nathaniel Ramirez",jmiller@yahoo.com,5
CUST0385,"Arthur Stuart",alexandercunningham@hotmail.com,4
CUST0386,"Andrew Esparza",powellchristopher@hotmail.com,1
CUST0387,"Ruth Anderson",lopezamanda@gmail.com,2
CUST0388,"Paul Hart",brian97@campos.biz,4
CUST0389,"Meredith Powers",teresamccormick@casey.org,3
CUST0390,"Sheila Newman",ischmitt@yahoo.com,5
CUST0391,"Joseph Wagner",morenorobert@vasquez.info,4
CUST0392,"Todd Ferguson",westdouglas@vega.org,2
CUST0393,"Stefanie Buchanan",john28@lawrence.com,1
CUST0394,"Luis Kelly",hunterstrickland@yahoo.com,2
CUST0395,"Ashley Smith",mrogers@hotmail.com,4
CUST0396,"Martha Holland",joykane@gmail.com,2
CUST0397,"Matthew Barry",emilyolsen@warren.biz,3
CUST0398,"Kimberly Bailey",durhamdebra@yahoo.com,3
CUST0399,"Teresa Kramer",briannacohen@hotmail.com,3
CUST0400,"Brett Perry",christopherhoward@michael.com,2
CUST0401,"Cindy Watson",lawrencelewis@bean-baker.com,3
CUST0402,"Richard Stewart",vickie63@waters.com,2
CUST0403,"Denise Landry",ajohnson@klein-wells.info,1
CUST0404,"Ryan Long",monicagolden@yahoo.com,2
CUST0405,"Teresa Garcia",jwood@gentry.com,1
CUST0406,"Cory Gonzalez",debragill@mendez.net,3
CUST0407,"Donna Ryan",roblesjennifer@hotmail.com,2
CUST0408,"Jose Phillips",lindaaustin@gmail.com,2
CUST0409,"Holly Garcia",megan70@morales.com,3
CUST0410,"Mr. Adam Murray",zmartinez@parsons-ayala.com,3
CUST0411,"Norma Barber",whitneyhuerta@hotmail.com,1
CUST0412,"James Cook",osmith@hotmail.com,4
CUST0413,"Marilyn Young",gilberttheresa@smith-small.com,4
CUST0414,"Ruth Craig",cuevaskent@yahoo.com,3
CUST0415,"Laura Branch",daltonamber@gmail.com,5
CUST0416,"Jessica Sheppard",crawfordedwin@gmail.com,3
CUST0417,"Jennifer Gonzales",lopezgreg@yahoo.com,1
CUST0418,"Rodney Rodriguez",paige74@yahoo.com,2
CUST0419,"Steven Livingston",trevor40@williams-phillips.com,4
CUST0420,"Joshua Cooper",olloyd@brown.com,5
CUST0421,"Karen Banks",hollyramirez@yahoo.com,3
CUST0422,"Virginia Rogers",fredericktina@yahoo.com,2
CUST0423,"Dylan Smith",dgreen@jackson-aguilar.info,5
CUST0424,"Andrew Sanchez",johnmejia@fletcher-price.biz,1
CUST0425,"Ashley Jordan",kellyweaver@gmail.com,5
CUST0426,"Kristen Richardson",hughesalan@moore.com,2
CUST0427,"Stephanie Herman",briddle@yahoo.com,4
CUST0428,"Paul Baldwin",latoya41@hotmail.com,4
CUST0429,"Cory Fleming",philipparks@cannon-barnes.com,1
CUST0430,"Andrew Davies",jessicamccarty@bennett-patel.com,1
CUST0431,"Jasmin Henry",phoward@kennedy.com,1
CUST0432,"Christopher Ross",smithpatrick@gmail.com,1
CUST0433,"Sharon Williams",hweber@mcgee-rosales.org,5
CUST0434,"Randy Mills",loribaker@steele-parker.com,1
CUST0435,"Jennifer Chambers",sgomez@hotmail.com,2
CUST0436,"Kathy Martinez",davidgreen@gmail.com,2
CUST0437,"Bryce Lawrence",moorevincent@gmail.com,4
CUST0438,"Catherine Perry",lee21@mcintosh.com,5
CUST0439,"Donald King",morgansamantha@peterson.com,4
CUST0440,"Michael Robles",bdixon@gmail.com,1
CUST0441,"Steven Melendez",robertlandry@moran-nelson.info,1
CUST0442,"Lori Torres",ujohnson@yahoo.com,1
CUST0443,"Gina Downs",elizabeth42@smith.com,4
CUST0444,"Denise Rich",pgonzalez@kidd.com,2
CUST0445,"Edward Watson",kcrosby@edwards.net,3
CUST0446,"Misty Wade",morrisrobert@bailey.info,5
CUST0447,"Karla Mitchell",jacobestrada@willis-bright.com,2
CUST0448,"Phillip James",kellyabigail@spencer-hunter.com,5
CUST0449,"Daniel Haas",sancheztyler@garcia.info,2
CUST0450,"Adrian Morgan",amandareynolds@harding.com,3
CUST0451,"Dustin Brown",robertslori@hotmail.com,5
CUST0452,"Jordan Farmer",lemadison@ingram.com,3
CUST0453,"Andrea Whitaker",joshuacarlson@hotmail.com,4
CUST0454,"Robert Cruz",carlaschmidt@yahoo.com,3
CUST0455,"Anthony Davis",hkelly@morrow.info,3
CUST0456,"Joseph Chase",yfreeman@fletcher.net,5
CUST0457,"Sean Rogers",benjaminblack@hotmail.com,4
CUST0458,"Erica Martin",georgeschmidt@yahoo.com,5
CUST0459,"Steven Fuentes",xmyers@gmail.com,4
CUST0460,"John Curtis",aaron78@berger.com,4
CUST0461,"Krystal Dean",jonesstephen@hotmail.com,2
CUST0462,"Brett Smith",lindsay14@gmail.com,2
